Index,Department_Code,Course_Number,Division,Course_Number_Suffix,Year,Semester,Last_Name,Other_Instructors,Learning_Outcomes_Present,Learning_Outcome_File,DEI_Statement_Present,DEI_Statement_File,Exam_Grade_Prop,Quiz_Grade_Prop,Participation_Grade_Prop,Project/Assignment_Grade_Prop,Other_Grade_Prop,Other_Grade_Description,Grading_Present,Grading_File,Attend_Present,Attend_File,Notes,GradeTone1,GradeTone1scale,GradeTone2,GradeTone2scale,AttendTone1,AttendTone1scale,AttendTone2,AttendTone2scale,Lead_Instructor,Lead_Rank2,Lead_Track,Other_Rank2,Other_Track,Class_Size,AttendPolarity,AttendSubjectivity,GradingPolarity,GradingSubjectivity,Grade_Segment,Grade_WC,Grade_Analytic,Grade_Clout,Grade_Authentic,Grade_Tone,Grade_WPS,Grade_BigWords,Grade_Dic,Grade_Linguistic,Grade_function,Grade_pronoun,Grade_ppron,Grade_i,Grade_we,Grade_you,Grade_shehe,Grade_they,Grade_ipron,Grade_det,Grade_article,Grade_number,Grade_prep,Grade_auxverb,Grade_adverb,Grade_conj,Grade_negate,Grade_verb,Grade_adj,Grade_quantity,Grade_Drives,Grade_affiliation,Grade_achieve,Grade_power,Grade_Cognition,Grade_allnone,Grade_cogproc,Grade_insight,Grade_cause,Grade_discrep,Grade_tentat,Grade_certitude,Grade_differ,Grade_memory,Grade_Affect,Grade_tone_pos,Grade_tone_neg,Grade_emotion,Grade_emo_pos,Grade_emo_neg,Grade_emo_anx,Grade_emo_anger,Grade_emo_sad,Grade_swear,Grade_Social,Grade_socbehav,Grade_prosocial,Grade_polite,Grade_conflict,Grade_moral,Grade_comm,Grade_socrefs,Grade_family,Grade_friend,Grade_female,Grade_male,Grade_Culture,Grade_politic,Grade_ethnicity,Grade_tech,Grade_Lifestyle,Grade_leisure,Grade_home,Grade_work,Grade_money,Grade_relig,Grade_Physical,Grade_health,Grade_illness,Grade_wellness,Grade_mental,Grade_substances,Grade_sexual,Grade_food,Grade_death,Grade_need,Grade_want,Grade_acquire,Grade_lack,Grade_fulfill,Grade_fatigue,Grade_reward,Grade_risk,Grade_curiosity,Grade_allure,Grade_Perception,Grade_attention,Grade_motion,Grade_space,Grade_visual,Grade_auditory,Grade_feeling,Grade_time,Grade_focuspast,Grade_focuspresent,Grade_focusfuture,Grade_Conversation,Grade_netspeak,Grade_assent,Grade_nonflu,Grade_filler,Grade_AllPunc,Grade_Period,Grade_Comma,Grade_QMark,Grade_Exclam,Grade_Apostro,Grade_OtherP,Grade_Emoji,Attend_Segment,Attend_WC,Attend_Analytic,Attend_Clout,Attend_Authentic,Attend_Tone,Attend_WPS,Attend_BigWords,Attend_Dic,Attend_Linguistic,Attend_function,Attend_pronoun,Attend_ppron,Attend_i,Attend_we,Attend_you,Attend_shehe,Attend_they,Attend_ipron,Attend_det,Attend_article,Attend_number,Attend_prep,Attend_auxverb,Attend_adverb,Attend_conj,Attend_negate,Attend_verb,Attend_adj,Attend_quantity,Attend_Drives,Attend_affiliation,Attend_achieve,Attend_power,Attend_Cognition,Attend_allnone,Attend_cogproc,Attend_insight,Attend_cause,Attend_discrep,Attend_tentat,Attend_certitude,Attend_differ,Attend_memory,Attend_Affect,Attend_tone_pos,Attend_tone_neg,Attend_emotion,Attend_emo_pos,Attend_emo_neg,Attend_emo_anx,Attend_emo_anger,Attend_emo_sad,Attend_swear,Attend_Social,Attend_socbehav,Attend_prosocial,Attend_polite,Attend_conflict,Attend_moral,Attend_comm,Attend_socrefs,Attend_family,Attend_friend,Attend_female,Attend_male,Attend_Culture,Attend_politic,Attend_ethnicity,Attend_tech,Attend_Lifestyle,Attend_leisure,Attend_home,Attend_work,Attend_money,Attend_relig,Attend_Physical,Attend_health,Attend_illness,Attend_wellness,Attend_mental,Attend_substances,Attend_sexual,Attend_food,Attend_death,Attend_need,Attend_want,Attend_acquire,Attend_lack,Attend_fulfill,Attend_fatigue,Attend_reward,Attend_risk,Attend_curiosity,Attend_allure,Attend_Perception,Attend_attention,Attend_motion,Attend_space,Attend_visual,Attend_auditory,Attend_feeling,Attend_time,Attend_focuspast,Attend_focuspresent,Attend_focusfuture,Attend_Conversation,Attend_netspeak,Attend_assent,Attend_nonflu,Attend_filler,Attend_AllPunc,Attend_Period,Attend_Comma,Attend_QMark,Attend_Exclam,Attend_Apostro,Attend_OtherP,Attend_Emoji,All_Segment,All_WC,All_Analytic,All_Clout,All_Authentic,All_Tone,All_WPS,All_BigWords,All_Dic,All_Linguistic,All_function,All_pronoun,All_ppron,All_i,All_we,All_you,All_shehe,All_they,All_ipron,All_det,All_article,All_number,All_prep,All_auxverb,All_adverb,All_conj,All_negate,All_verb,All_adj,All_quantity,All_Drives,All_affiliation,All_achieve,All_power,All_Cognition,All_allnone,All_cogproc,All_insight,All_cause,All_discrep,All_tentat,All_certitude,All_differ,All_memory,All_Affect,All_tone_pos,All_tone_neg,All_emotion,All_emo_pos,All_emo_neg,All_emo_anx,All_emo_anger,All_emo_sad,All_swear,All_Social,All_socbehav,All_prosocial,All_polite,All_conflict,All_moral,All_comm,All_socrefs,All_family,All_friend,All_female,All_male,All_Culture,All_politic,All_ethnicity,All_tech,All_Lifestyle,All_leisure,All_home,All_work,All_money,All_relig,All_Physical,All_health,All_illness,All_wellness,All_mental,All_substances,All_sexual,All_food,All_death,All_need,All_want,All_acquire,All_lack,All_fulfill,All_fatigue,All_reward,All_risk,All_curiosity,All_allure,All_Perception,All_attention,All_motion,All_space,All_visual,All_auditory,All_feeling,All_time,All_focuspast,All_focuspresent,All_focusfuture,All_Conversation,All_netspeak,All_assent,All_nonflu,All_filler,All_AllPunc,All_Period,All_Comma,All_QMark,All_Exclam,All_Apostro,All_OtherP,All_Emoji,Class_Size_Cat,lab
9,BIOL,1103,lower,L,2021,NA,Martin,NA,Maybe,9-LO.txt,No,NA,0,0,0,1,0,NA,Yes,9-Grading.txt,Yes,9-Attend.txt,NA,direct,5,formal,4,informative,5,NA,NA,Martin,LABORATORY PROFESSIONAL AD,non-tenure,NA,NA,24,0.011485507,0.298478261,-0.15,0.133333333,1,50,98.41,74.29,35.01,4.56,25,22,94,72,58,4,4,0,0,4,0,0,0,20,12,2,24,10,4,4,2,18,2,6,0,0,0,0,14,2,12,2,4,4,2,4,0,0,2,0,2,0,0,0,0,0,0,0,14,10,0,0,4,0,4,4,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,2,6,0,0,0,10,8,0,2,0,0,0,0,0,8,4,4,0,0,0,0,0,1,250,83.71,78.02,24.96,25.39,35.71,30,84.8,59.2,46.8,7.2,4.8,0,0,4.4,0,0.4,2.4,15.2,8.8,3.2,13.2,8.4,1.6,8,0.4,12.8,4.8,5.6,2,0,1.6,0.4,8,0.4,7.6,0.8,2.8,0.4,2.8,0,3.6,0,0.4,0.4,0,0,0,0,0,0,0,0,11.2,4.8,0.4,0,0,1.6,2,6.4,0,0,0,0,0,0,0,0,7.2,0.4,0,6.4,0.4,0,2.4,1.2,1.2,0,0,0,0,0,0.4,0.4,0,0.8,4.4,0,0,0.4,0,0,2.4,4.8,0,0.4,4.4,0,0,0,5.6,2,2.8,3.2,0,0,0,0,0,12.8,3.6,4,0,0,0,5.2,0,1,2395,89.4,65.41,21.98,39.03,25.21,27.85,78.66,51.52,39.54,4.76,3.22,0.17,0.71,2.09,0,0.17,1.54,10.81,6.64,5.93,12.99,7.14,1.34,5.8,0.67,12.53,4.59,3.26,3.59,1.29,1.46,0.88,11.44,0.58,10.86,2.46,2.3,1.25,2.84,0.54,3.09,0,1.96,1.63,0.33,0.17,0.04,0.13,0.08,0.04,0,0,11.27,5.72,1.13,0.5,0.13,0.58,2.34,5.43,0,0,0,0.25,0.88,0.04,0,0.84,9.81,0.04,0.13,9.48,0.25,0,1.88,0.67,0.21,0.08,0.17,0,0,0.46,0.04,1.09,0.04,0.54,0.67,0.17,0,0.29,0.21,0.63,2.71,6.22,0.17,0.46,5.26,0.25,0.04,0,3.67,1.59,2.38,2.46,0.33,0.33,0.04,0,0,16.87,4.18,2.13,0.04,0.04,0.33,10.15,0,small,yes
10,BIOL,1103,lower,L,2013,NA,Miller,NA,No,NA,No,NA,0,0,0,1,0,NA,Yes,10-Grading.txt,Yes,10-Attend.txt,NA,informative,5,NA,NA,informative,5,NA,NA,Miller,ACADEMIC PROFESSIONAL,non-tenure,NA,NA,20,0.013953488,0.271511628,-0.013461538,0.372435897,1,268,95.06,68.39,23.72,20.23,22.33,19.78,90.3,64.55,52.61,6.34,5.97,0.37,0,2.99,0,1.12,0.37,17.91,10.07,1.49,18.28,8.58,1.49,4.85,1.87,15.3,2.61,5.6,4.48,0,2.99,1.49,12.69,2.24,10.45,1.49,1.87,2.99,2.99,1.49,3.36,0,2.24,1.12,1.12,0.75,0.37,0,0,0,0,0,11.19,3.73,0,0.37,0.75,0,1.49,7.46,0,0,0,0,0,0,0,0,12.69,0,0,11.57,1.12,0,0.37,0.37,0.37,0,0,0,0,0,0,0,0.37,0.75,1.12,1.49,0,0.75,1.12,0,4.85,5.6,0.75,0.75,4.1,0,0,0,7.09,5.97,1.87,2.61,0,0,0,0,0,11.19,4.48,3.36,0,0,0.37,2.99,0,1,427,85.55,49.82,49.37,20.23,28.47,21.78,83.14,66.28,51.99,8.2,4.45,0,0,3.98,0,0,3.75,19.44,10.07,2.58,13.58,7.26,2.81,7.03,0.94,11.94,6.32,8.43,1.87,0,0.94,0.94,15.46,0.94,14.05,0.94,4.45,0,4.68,0,7.03,0,0,0,0,0,0,0,0,0,0,0,12.18,6.09,0.23,0.23,0,3.04,0.23,5.62,0,0,0,0,0,0,0,0,6.09,0,0.23,5.39,0.7,0,0,0,0,0,0,0,0,0,0,0.23,0,1.17,1.17,0.94,0,0,0,0,3.75,4.92,0,0.94,3.75,0.23,0,0,5.39,2.34,2.81,2.58,0,0,0,0,0,10.3,3.98,2.81,0,0,0,3.51,0,1,2201,91.12,64.74,21.22,32.17,19.83,25.17,76.74,49.2,39.3,5.59,3.5,0.18,0.18,2.5,0.05,0.32,2.09,12.49,7.13,7.5,12.99,5.86,1.82,4.86,0.77,9.95,4.23,3.68,3.41,0.36,2.14,0.95,11.09,1,10,2.41,2.54,0.86,2.59,0.55,3.18,0,1.5,1.18,0.32,0.14,0.05,0.05,0,0,0.05,0,10.36,4.32,0.32,0.14,0.09,1.09,1.54,5.63,0,0.05,0,0.05,0.68,0,0,0.68,9.9,0.14,0.41,8.95,0.55,0.05,0.68,0.27,0.23,0,0,0,0,0.27,0,0.27,0.05,0.73,0.5,0.59,0,0.45,0.18,0.23,3.23,5,0.09,0.5,4.09,0.32,0,0,4.27,2,2.45,1.64,0.09,0.09,0,0,0,22.49,5.41,3.95,0.05,0.23,0.27,12.59,0,small,yes
15,BIOL,1104,lower,L,2021,Spring,Martin,NA,Maybe,15-LO.txt,No,NA,0,0,0,1,0,NA,Yes,15-Grading.txt,Yes,15-Attend.txt,NA,direct,3,informative,2,informative,5,NA,NA,Martin,LABORATORY PROFESSIONAL AD,non-tenure,NA,NA,20,0.011485507,0.298478261,-0.012745098,0.409640523,1,227,84.66,58.42,18.67,25.95,17.46,26.87,82.82,61.23,50.66,5.73,3.52,0,1.32,2.2,0,0,2.2,15.42,7.49,2.2,16.3,10.57,2.64,6.61,1.32,14.54,3.96,3.96,2.64,1.32,1.32,0,11.45,0.88,10.57,0.88,1.76,2.2,3.08,0.88,4.41,0,2.2,1.32,0.88,0,0,0,0,0,0,0,10.13,4.85,1.32,0.44,0.88,0.44,1.32,5.29,0,0,0,0,0.44,0.44,0,0,11.45,0,0,11.01,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0.88,0.44,0.44,0,0.44,0,0,3.08,5.29,0.88,0.88,2.64,0.88,0,0,6.61,2.2,1.76,3.08,0,0,0,0,0,9.69,6.17,1.32,0,0,0.88,1.32,0,1,250,83.71,78.02,24.96,25.39,35.71,30,84.8,59.2,46.8,7.2,4.8,0,0,4.4,0,0.4,2.4,15.2,8.8,3.2,13.2,8.4,1.6,8,0.4,12.8,4.8,5.6,2,0,1.6,0.4,8,0.4,7.6,0.8,2.8,0.4,2.8,0,3.6,0,0.4,0.4,0,0,0,0,0,0,0,0,11.2,4.8,0.4,0,0,1.6,2,6.4,0,0,0,0,0,0,0,0,7.2,0.4,0,6.4,0.4,0,2.4,1.2,1.2,0,0,0,0,0,0.4,0.4,0,0.8,4.4,0,0,0.4,0,0,2.4,4.8,0,0.4,4.4,0,0,0,5.6,2,2.8,3.2,0,0,0,0,0,12.8,3.6,4,0,0,0,5.2,0,1,2308,88.28,66.54,17.02,39.83,24.29,28.9,78.16,52.21,39.95,4.85,3.25,0.09,0.74,2.17,0,0.17,1.6,11.09,6.8,5.11,12.65,7.41,1.39,5.98,0.69,13,4.68,3.21,3.77,1.3,1.6,0.91,11.48,0.61,10.88,2.04,2.3,1.3,2.95,0.56,3.21,0,2.04,1.69,0.35,0.17,0.04,0.13,0.09,0.04,0,0,11.7,5.98,1.17,0.52,0.13,0.61,2.47,5.59,0,0,0,0.26,0.91,0.04,0,0.87,10.01,0.04,0.13,9.66,0.26,0,1.65,0.78,0.22,0.17,0.17,0,0,0.17,0.04,1.13,0.04,0.56,0.69,0.17,0,0.3,0.22,0.48,2.73,5.63,0.17,0.43,4.64,0.3,0.04,0,3.77,1.69,2.47,2.56,0.35,0.35,0.04,0,0,16.77,4.33,2.21,0.04,0.04,0.35,9.79,0,small,yes
16,BIOL,1104,lower,L,2013,Spring,Miller,NA,No,NA,No,NA,0,0.35,0,0.65,0,NA,Yes,16-Grading.txt,Yes,16-Attend.txt,NA,informative,5,NA,NA,informative,5,formal,5,Miller,ACADEMIC PROFESSIONAL,non-tenure,NA,NA,20,0.026923077,0.320512821,-0.083333333,0.418518519,1,208,97.6,77.7,17.55,10.65,23.11,21.15,89.42,64.9,53.85,5.77,5.29,0.48,0,3.85,0,0,0.48,18.75,12.02,1.92,19.71,9.13,0.96,5.29,0.96,15.38,2.4,4.81,3.85,0,1.92,1.92,12.02,1.44,10.58,1.92,1.92,3.85,2.88,1.92,2.4,0,1.92,0.48,1.44,0.48,0,0,0,0,0,0,10.58,3.85,0,0.48,0.96,0,0.96,6.73,0,0,0,0,0,0,0,0,11.06,0,0,11.06,0,0,0.48,0.48,0.48,0,0,0,0,0,0,0,0.48,0.48,1.44,0.48,0,0,1.44,0,3.37,5.77,0.96,0.48,4.33,0,0,0,7.21,4.81,2.4,1.92,0,0,0,0,0,9.62,4.33,1.92,0,0,0.48,2.88,0,1,451,83.39,62.41,42.46,20.23,34.69,20.62,83.81,66.74,52.11,8.87,5.32,0,0,4.88,0,0,3.55,18.4,10.2,2.22,13.53,7.98,2.88,6.87,0.89,13.53,5.76,7.1,2,0,1.33,0.67,13.97,0.44,13.08,0.89,3.99,0,4.43,0,6.65,0,0.44,0.22,0.22,0,0,0,0,0,0,0,12.64,5.76,0.22,0.22,0,2.88,0.22,6.43,0,0,0,0,0,0,0,0,6.21,0,0.22,5.76,0.44,0,0,0,0,0,0,0,0,0,0,0.22,0,1.77,1.11,0.67,0,0,0.22,0,4.66,4.21,0,0.89,3.1,0.22,0,0,5.54,2.88,2.88,2.88,0,0,0,0,0,10.64,3.99,3.33,0,0,0,3.33,0,1,2192,90.2,71.89,17.64,30.13,19.57,24.09,75.55,47.35,36.95,5.34,3.7,0.14,0.14,2.87,0.05,0.27,1.64,11.77,6.66,9.08,12.04,5.7,1.64,4.79,0.73,9.31,4.38,4.38,3.97,1.6,1.69,0.73,9.53,0.68,8.76,1.32,2.37,1,2.14,0.55,3.06,0,1.64,1.19,0.46,0.18,0.05,0.09,0,0,0.09,0,11.18,5.2,1.51,0.14,0.09,1.19,1.14,6.43,0,0.05,0,0.05,0.59,0,0,0.59,8.26,0.18,0.36,7.39,0.41,0.05,0.41,0.14,0.05,0.05,0,0,0,0.05,0,0.18,0.05,0.82,0.5,0.5,0,0.32,0.27,0.23,3.42,3.74,0.09,0.5,3.06,0.09,0,0,5.98,1.78,2.05,1.6,0.14,0.14,0,0,0,25.55,5.43,2.92,0.09,0.05,0.36,16.7,0,small,yes
23,BIOL,1107,lower,L,2021,Spring,Martin,NA,Yes,23-LO.txt,No,NA,0,0,0,1,0,NA,Yes,23-Grading.txt,Yes,23-Attend.txt,NA,direct,5,NA,NA,informative,5,confident,2,Martin,LABORATORY PROFESSIONAL AD,non-tenure,NA,NA,24,0.011485507,0.298478261,-0.15,0.133333333,1,50,98.41,74.29,35.01,4.56,25,22,94,72,58,4,4,0,0,4,0,0,0,20,12,2,24,10,4,4,2,18,2,6,0,0,0,0,14,2,12,2,4,4,2,4,0,0,2,0,2,0,0,0,0,0,0,0,14,10,0,0,4,0,4,4,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,2,6,0,0,0,10,8,0,2,0,0,0,0,0,8,4,4,0,0,0,0,0,1,250,83.71,78.02,24.96,25.39,27.78,30,84.8,59.2,46.8,7.2,4.8,0,0,4.4,0,0.4,2.4,15.2,8.8,3.2,13.2,8.4,1.6,8,0.4,12.8,4.8,5.6,2,0,1.6,0.4,8,0.4,7.6,0.8,2.8,0.4,2.8,0,3.6,0,0.4,0.4,0,0,0,0,0,0,0,0,11.2,4.8,0.4,0,0,1.6,2,6.4,0,0,0,0,0,0,0,0,7.2,0.4,0,6.4,0.4,0,2.4,1.2,1.2,0,0,0,0,0,0.4,0.4,0,0.8,4.4,0,0,0.4,0,0,2.4,4.8,0,0.4,4.4,0,0,0,5.6,2,2.8,3.2,0,0,0,0,0,12.4,3.6,4,0,0,0,4.8,0,1,2429,88.71,63.69,20.53,40.09,24.79,28.24,78.92,51.46,39.28,5.02,3.38,0.37,0.7,2.06,0,0.16,1.65,10.66,6.59,6.5,12.84,7.08,1.32,5.93,0.66,12.31,4.53,3.58,3.58,1.24,1.52,0.86,11.24,0.58,10.66,2.39,2.1,1.28,2.8,0.54,3.05,0,2.02,1.69,0.33,0.16,0.04,0.12,0.08,0.04,0,0,11.03,5.6,1.11,0.49,0.12,0.58,2.26,5.31,0,0,0,0.25,0.86,0.04,0,0.82,10.33,0.04,0.12,10,0.25,0,1.48,0.66,0.21,0.08,0.16,0,0,0.08,0.04,1.07,0.04,0.54,0.66,0.16,0,0.29,0.21,0.33,2.88,5.35,0.16,0.37,4.49,0.25,0.04,0,4.2,1.56,2.35,2.43,0.33,0.33,0.04,0,0,17.5,4.12,2.1,0.04,0.16,0.33,10.75,0,small,yes
24,BIOL,1107,lower,L,2011,Fall,Miller,NA,No,NA,No,NA,0,0,0,1,0,NA,Yes,24-Grading.txt,Yes,24-Attend.txt,NA,informative,5,NA,NA,informative,5,formal,4,Miller,ACADEMIC PROFESSIONAL,non-tenure,NA,NA,20,0.013643791,0.336251167,-0.3,0.2,1,70,98.25,95.38,16.97,20.23,23.33,14.29,91.43,70,60,7.14,7.14,0,0,7.14,0,0,0,24.29,14.29,1.43,21.43,8.57,2.86,4.29,1.43,15.71,1.43,4.29,0,0,0,0,12.86,2.86,10,1.43,2.86,4.29,1.43,2.86,0,0,2.86,1.43,1.43,0,0,0,0,0,0,0,14.29,7.14,0,0,2.86,0,2.86,7.14,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,7.14,1.43,1.43,4.29,0,0,0,10,5.71,0,1.43,0,0,0,0,0,7.14,4.29,2.86,0,0,0,0,0,1,518,79.29,66.19,37.8,17.96,24.67,21.43,83.59,65.06,51.74,8.88,6.18,0,0,5.21,0.58,0,2.7,17.37,9.07,2.51,13.51,8.11,2.32,7.53,1.54,12.93,5.21,7.72,3.47,0.39,1.74,1.35,14.48,0.39,13.71,0.97,3.47,0.39,4.25,0.19,7.14,0,0.58,0.19,0.39,0,0,0,0,0,0,0,12.74,4.63,0.19,0.39,0,1.93,0.39,7.92,0,0,0.19,0.39,0,0,0,0,6.76,0,0,5.98,0.77,0,0,0,0,0,0,0,0,0,0,0.19,0.19,1.16,1.54,0.39,0,0,0.58,0,3.67,4.05,0.19,0.77,2.9,0.19,0,0,5.6,1.74,2.32,3.09,0,0,0,0,0,11,4.63,3.09,0,0,0.19,3.09,0,1,2644,84.83,75.63,21.27,27.76,21.85,25.64,79.35,54.95,44.21,7.98,5.37,0.23,0.15,4.61,0.11,0.19,2.61,13.31,6.92,5.48,13.62,6.62,2.19,5.9,0.83,11.46,4.69,3.74,3.71,0.61,2.23,0.91,12.1,0.57,11.46,2,2.5,1.1,3.06,0.38,4.5,0.04,2,1.29,0.72,0.26,0.08,0.19,0,0,0.19,0,11.95,4.73,0.49,0.26,0.08,0.95,1.66,7.07,0,0.08,0.08,0.08,0.83,0,0,0.83,8.93,0.04,0.42,8.21,0.45,0.04,0.53,0.3,0,0.26,0,0,0,0,0,0.57,0.04,0.79,0.45,0.42,0,0.23,0.19,0.38,3.4,4.73,0.15,0.57,3.78,0.3,0.04,0.04,3.86,1.78,2.69,2.27,0.3,0.23,0.08,0,0,18.12,4.99,3.93,0.04,0,0.08,9.08,0,small,yes
